ஆ|	A:A|
த|ி|ல|்:வ:ா|ல|ா|	D|i|l|w:a|l|a|
ட|ச|்|	D:e|u:t:s|c:h:e|
ட|ெ|ல|ி|க|ா:ம:்|	T|e|l|e|k|o:m|
வ|ெ|ல|ா|ட|ெ|ர|ோ|	V|e|l|a|d|e|r|o|
ச|ங:்|க:ி:ர|ம:்|	S|a:n:g|r:a|m|
ர:வ|ி|	R:a:v|i|
ஷ:ா|ஸ:்|த:்|ர|ி|	S:h:a|s|t|r|i|
ச|த:ா|	S|a:d:a|
ச|ு|ஹ|ா|க|ா|ன:்|	S|u|h|a|g|a|n|
ப|ி|ங:்:க|ா|ல|ா|	p|i|n:g|a|l|a|
வ:ை|ஷ:ா|ல|ி|ன|ி|	V:a:i|s:h:a|l|i|n|i|
உ|ம|்|	U|m|m|
க|ு|ல:்|த:ு|ம:்|	K|u|l|t:h:u|m|
உ|ஷ:ா|	U|s:h:a|
ம|ா|ர|்:ட:ி|ன:்|	M|a|r|t:i|n|
இ|ன:்|ச|ா|ஃ:ப:்|	I|n|s|a|f|
ஹ|ோ|க|ா|	h|o|g|a|
ஆ|த|ி|	A|T|I|
வ|ி|ச|ி|ஷ|்:ட:்|	V|i|s|i|s:h|t|
இ:ன:்|ட:ச|ா|ர:்|	i:n|t:e:z|a:a|r|
க|ர|ே|ங:்:க|ே|	k:a|r|e|n:g|e|
க:ி:ர|ி|ஹ|ஸ:்:த|ி|	G:r|i|h:a|s:t|i|
ஷ|க:்|த|ி|ம|ா|ன:்|	S:h:a|k|t|i|m:a|a|n|
ந|ா|க:்|க|ன|ா|ய|ா|	N|a|g|k:a|n|a|y|a|
ச|ு|ல|ோ|ச:்:ச|ன:ா|	S|u|l|o|c:h|a:n:a|
வ|ி|ன:்|ஸ:்|ட|ன:்|	W|i|n|s|t:o|n|
ச|ர:்|ச:்:ச|ி|ல|்|	C:h:u|r|c:h|i|l|l|
அ|ப|ே|	A|b|e:y|
க|ு|ர|ு|வ|ி|ல:்|ல|ா|	K|u|r|u|v|i|l|l|a|
ப|ர:்|ம|ே|ஷ|்|வ|ர:்|	P:a|r|m|e|s|h|w:a|r|
ர|ா|ம|	R|a|m:a|
ல|ி|ங:்:க|ே|ஷ|்:வ|ர|	L|i|n:g|e|s:h|w|a:r:a|
ப:ி:ர|ா|ன:்:ச|ி|ஸ:்:க|ோ|	F:r|a|n:c|i|s:c|o|
ஓ|க|்:ல|ே|ண:்|ட:்|	O|a:k|l|a|n|d|
ம|ை|க:்|ர|ோ|ச|ி|ஸ:்|ட:ம|்:ஸ:்|	M|i|c|r|o|s|y|s|t:e:m|s|
இ|ன:்|'|ஆ|ம:்|	I|n|'|a|m|
எ:ல:்|-|ஆ|வ:்|ர|ா|	E:l|-|a|w|r|a|
எ:ல:்|-|ம|ா|ர:ீ|ஸ:்|	E:l|-|m|a|r:e:e|s|
ஒ|ன|்|-:ஸ:்|ட|ெ:ப:்|	o|n|e|-:s|t|e:p|
எ:ல:்|-|அ|ர|ே|ப|ி:ய:ா|	e:l|-|A|r|a|b|i:a|
உ|ர:்|-|இ|ட:்|ர:ீ|ஷ|்|	U|r|-|i|t|r:e:e|s|h|
அ|த|ம:்|	A|d:a|m|
அ|க|ப|ே|	a|g:a|p|e|
அ|ல|ை:ய|	A|l|a:i:a|
அ|ல|ன:்|	A|l:a|n|
அ|ம|ல|ா|	A|m:a|l|a|
அ|ம|ர|ா|	A|m:a|r|a|
அ|ன|ல|ா|	A|n:a|l:a|a|
அ|ர|வ:்|	A|r:a|v|
அ|ஸ|ம|ா|	A|s:a|m|a|
ஆ|ர|வ:்|	a:u|r:a|v|
ப|ா|ஹ|ி|	b:a|a|h|i|
ப|ா|ல:்|	B:a|a|l|
ப|ா|ர|ே|	b:a|a|r|e|
ப|ா|ர|ி|	B:a|a|r|i|
ப|ா|ஸ|ி|	B:a|a|z|i|
ப|ா|ப|ு|	B|a|b|b:o:o|
ப|ா|ப|ு|	B|a|b|u|
ப|ா|க:ி|	B|a|g:h:i|
ப|ஹ|ர:்|	B:a|h:a|r|
ப|க|ர:ா|	B:a|k:a|r:a:h|
ப|ா|ல:்|	B|a|l|
ப|ா|ல|ீ|	B|a|l|e:e|
ப|ா|ல|்|	b|a|l|l|
ப|ா|ல:ி|	B|a|l:l:i|
ப|ம:க|ோ|	B:a|m:a:k|o|
ப|ா|ன|ி|	B|a|n|i|
ப:ா|க:ி|	B|a:q:i|
ப|ர|த:்|	B:a|r|a:t:h|
ப|ௌ|த|்|	B:a|u:d:h|d|h|
ப|ா|வ:ூ|	b|a|w:o:o|
ப:ீ|ஸ:்|	B:e:a|s|
ப|ே|ட|ி|	B|e|d|i|
ப|ீ|ட:்|	b|e:e|d|
ப|ீ|ன|ா|	b|e:e|n|a|
ப|ே|ல|ா|	B|e|l|a|
ப|ே|ர|ி|	B|e|r|i|
ப:ா|ப:ி|	B:h:a|b:h:i|
ப|ஜ|ன:்|	B:h:a|j:a|n|
ப:ா|ல|ே|	B:h:a|l|e|
ப:ா|ம:்|	B:h:a|m|
ப:ா|ன|ா|	B:h:a|n|a|
ப|ர:ண|ி|	B:h:a|r:a:n|i|
ப|வ|ன:்|	B:h:a|v:a|n|
ப:ா|வ|ே|	B|h:a:v|e|
ப:ீ|ட:ே|	B:h:e|e:d:e|
ப|ீ|ம:்|	b:h|e:e|m|
ப:ோ|ஜ|ோ|	B:h:o|j|o|
ப:ோ|ல|ி|	B:h:o|l|i|
ப|ோ|ன|ே|	b:h|o|n|e|
ப|ூ:க|்|	B:h|o:o:k|h|
ப|ூ|ம|ி|	B|h:o:o|m|i|
ப:ோ|ர|்|	B:h:o|r|e|
ப|ோ:ர|ா|	B:h|o:u:r|a|
ப|ி|ர:்|	B|i|r|
ப|ீ|ர:்|	B|i|r|
ப:ி|ர:்|	b:i:r|r|
க:ை|ர|ோ|	C:a:i|r|o|
க:ா|ஜ:ா|	C|a:j:a|
க:ா|ல|ீ|	C|a:l|l:i:e|
க:ா|ர|ீ|	C|a:r|r:i:e|
க|ே|ர|ி|	C|a|r|y|
க:ா|ஸ:ி|	C:a:s|s:i:e|
ச|ெ|ச|ி|	C|e|C|e|
ச|ி|ட|ி|	c|e|d|i|
ச|ெ|ர|ி|	C|e|r|i|
ச:ா|ட:்|	C:h:a|d|
ச:ா|த:்|	C:h:a|d|
ச|ா:க:்|	C:h:a|k:k|
ச:ா|ன|ா|	C:h:a|n|a|
ச|ௌ|ப|ே|	C:h:a|u|b|e|
ச:ா|ஸ:்|	C:h:a|z|
ச|ீ|ம|ா|	C:h|e:e|m|a|
ச:ெ|ங|்|	C:h:e|n|g|
ச|ே|த:்|	C:h|e|t|
ச:ி|ல|ோ|	C:h:i|l|o|
ச|ி|ப:்|	c:h|i|p|
ச:ி|த|்|	C:h:i|t|t|
ச:ோ|ல|ா|	C:h:o|l|a|
ச:ு|ர|ு|	C:h:u|r|u|
ச|ூ|ர|ு|	C:h|u|r|u|
ச:ு|ய|ோ|	C:h:u|y|o|
ச:ை|ன|ா|	C:h:y|n|a|
ச|ி|ர|ா|	C|I|R|A|
ச|ி|ர|ொ|	C|i|r|o|
க|ோ|ட|ி|	C|o|d|y|
ட:ா:ட|்|	D|A:A:D|
த|ா|க:்|	D:a|a|g|
த|ா|க:ு|	D|a|a:k:u|
த:ா|ஸ|ி|	D:A:A|S|I|
த|ப|த:ே|	D:a|b:h|a:d:e|
த|ம|ன:்|	D:a|m:a|n|
த|ர|ங:்|	D:a|r:a|a:n:g|
ட|ா|ஸ:்|	D|a|s|
ட|ா|ஷ:ா|	D|a|s:h:a|
ட|ா|வ|ி|	D|a|w|i|
ட:ீ|ன:்|	D:e:a|n|
த|ீ|க:்|	D|e:e|g|
த|ீ|ன:்|	D|e:e|n|
த:ீ|ப:்|	d:e:e|p|
ட|ீ|ர|ி|	D|e:e|r|e|
ட|ெ|ல|்|	D|e|l|l|
ட|ெ|ம|ி|	D|e|m|i|
த|ே|வ|ி|	D|e|v|i|
த|ா|ல|ை|	D:h|a|l|a:i|
த|ா|ல|்|	D:h|a|l|l|
த|ர|ம:்|	D:h:a|r:a|m|
த|ீ|ன|ா|	D:h|e:e|n|a|
த|ீ|ர:்|	D:h|e:e|r|
த|ீ|ர|ா|	D:h|e:e|r|a|
த|ி|ய|ா|	D:h|i|y|a|
த|ு|ல|ே|	D:h|u|l|e|
த|ூ|ல|ே|	D:h|u|l|e|
ட:ய|ல:்|	d:i:a|l|
ட:ி|க:்|	D:i:c|k|
ட|ி|ன|ோ|	D|i|n|o|
த:ி|ப:ா|	D|I:P:A|
த|ி|ஷ:ா|	D|i|s:h:a|
த:ி|ய:ா|	D|i:y:a|
ட|ோ|ட|ா|	D|o|d|a|
ட|ா|ங|்|	D|o|n|g|
ட:ோ|ங:்|	D:o:n|g|
ட:ோ|ன|ா|	D:o:n|n|a|
ட|ோ|ர|ா|	D|o|r|a|
ட|ா:ட:்|	d|o:t|
எ:ம|ர|ி|	E:m:e|r|y|
எ:ன|ல:்|	E:n:e|l|
க|ா|ல|ி|	g:a|a|l|i|
க|ா|ஜ:்|	G|a|j|
க|ா|ர|ி|	G|a|r|i|
க|ா|ர:ி|	G|a|r:r:y|
க|ா|ர|ி|	G|a|r|y|
க:ௌ|ன|ா|	G:a:u|n|a|
க:ஜ|ல|்|	G:a:z|a|l|
க|ீ:த|ி|	G|e:e:t|i|
ஜ|ே|ன|ி|	g|e|n|e|
ஜ:ெ|ர|ி|	G:e:r|r|y|
க|ா|ர|ே|	G:h:a|a|r|e|
க:ா|ய:்|	G:h:a|i|
க:ா|ஸ|ி|	G:h:a|z|i|
க|ஜ|ல:்|	G:h:a|z:z:a|l|
க:ி|த|்|	G:i:d|d|h|
ஜ|ீ|ன|ா|	G|i|n|a|
க|ோ|ப|ி|	G|o|b|i|
க|ோ|த|ே|	G|o|d|e|
க|ோ|க|ி|	G|o|g|i|
க|ோ|ப|ா|	G|o|p|a|
க|ோ|ப|ி|	G|o|p|i|
க|ோ|ர|ா|	G|o|r|a|
க|ொ|ர|ே|	G|o|r|e|
க|ோ|ர|்|	G|o|r|e|
க|ை|ட|்|	g:u|i|d|e|
க|ு|ம|ா|	G|u|m|a|
க:ு|ர:்|	G:u:r|r|
க:ை|ன:்|	G:w:y|n|
ஞ|ா|ன:்|	g:y:a|a|n|
ஞ:ா|ன:்|	G:y:a|n|
ஹ|ே|க|்|	H|a|g:u|e|
ஹ|ஜ|ர:்|	H:a|j:a|r|
ஹ:ை|ர:ா|	H:a:y|r:a:h|
ஹ|ீ|ர|ா|	H|e:e|r:a|a|
ஹ|ெ:ம:்|	h|e:m|
ஹ|ெ|ன|ா|	H|e|n|a|
ஹ|ி|ர|ா|	H|e|r|a|
ஹ|ி|ப|ா|	H|i|b:a|a:h|
ஹ|ி|ட|ா|	H|I|D|A|
ஹ|ி|ம:்|	h|i|m|
ஹ|ி|ர|ா|	H|i|r:a|a|
ஹ:ோ|ட:்|	H:o:a|d|
ஹ|ோ|ல|ி|	H|o|l|i|
ஹ:ூ|ட:்|	h:o:o|d|
ஹ|ோ|ப|்|	h|o|p|e|
ஹ|ோ|ர|ா|	H|o|r|a|
ஹ|ு:த:்|	H|U:D|
ஹ|ை|ட|்|	H|y|d|e|
ஐ|ய:ன:்|	I|a:n|
இ|ன|ய:ா|	I|n:a|y:a:h|
ஐ:வ|ர|ி|	i:v:o|r|y|
ஜ|ா|ல:்|	J:a|a|l|
ஜ:ா|ஜ:்|	J:a:j|j|
ஜ|ல|ஜ|ா|	J:a|l:a|j|a|
ஜ|ல|ன:்|	J:a|l:a|n|
ஜ|ன|க:்|	J:a|n:a|k|
ஜ|ன|ன|ி|	J:a|n:a|n|i|
ஜ|ே:ன:்|	J:a|n:e|
ஜ|ா|ன|ி|	J|a:u|n|i:e|
ஜ:ீ|ன:ீ|	J:e:a|n:n:e|
ஜ|ே|ன:்|	J|e|n|
ஜ:ே|ட:்|	J:e:t|t|
ஜ|ா|த:ே|	J|h|a:d:e|
ஜ|ூ|த:ி|	j|h:o:o|t:h:i|
ஜ|ி|ல|்|	J|i|l|l|
ஜ|ோ|ட|ி|	J|o|d|y|
ஜ:ோ:ய|ி|	j:o|i:e|
ஜ|ோ|ல:ி|	J|o|l:i:e|
ஜ|ா:ய:்|	j|o:y|
ஜ:ு|ட:்|	J:u:d|d|
ஜ|ு|ம:ா|	J|u|m:a:'|
ஜ|ூ|ன|்|	J|u|n|e|
ஜ|ூ|ர|ா|	J|u|r|a|
க|ே:ச:ி|	K:a|c:y|
க|ா|க|ா|	K|a|g|a|
க:ை|ல:்|	K:a:i|l|
க|ா|க|ா|	K|a|k|a|
க|ா|ல|ே|	k|a|l|e|
க|ா|ல|ி|	K|a|l|i|
க|ம|ல|ா|	K:a|m:a|l|a|
க|ன|க:்|	K:a|n:a|k|
க|ே:ன:்|	K:a|n:e|
க|ா|ங:்|	K|a:n|g|
க|ா|ர:ா|	K|a|r:a:h|
க|ர|ன:்|	K:a|r:a|n|
க|ா|ர:ூ|	K|a|r:o:o|
க|ச|ல:்|	K:a|s:a|l|
க|ே:ட:்|	K|a:t|
க|த|க:்|	K:a|t:h:a|k|
க|ே|ஸ:ா|	K|a:y|s:a:h|
க|ீ|ல|ி|	K|e:e|l|y|
க|ீ|ண|ா|	K|e:e|n|a|
க|ீ|ர:்|	K|e:e|r|
க|ே|ர|ா|	K|E|R|A|
க|ே|ச|வ|	K|e|s:a|v:a|
க|ா|க:்|	K|h|a:k:h|
க:ெ|ர|ா|	K:h:e|r|a|
க:ி|ர|ி|	K:h:i|r|i|
க:ோ|ஷ:ா|	K:h:o|s:h:a|
க:ோ|த:்|	K:h:o|t|
க|ி|ல:ே|	K|i|l:e:y|
க|ி|ன|ா|	K|i|n|a|
க|ோ|ர|ி|	K|o|r|i|
க|ொ|ர|ோ|	K|o|r|o|
க|ோ|ஸ|ி|	K|o|s|i|
க|ு|ள:ு|	K|u|l:l:u|
க|ை|ல|ா|	K|y|l|a|
க|ை|ன|ா|	K|y|n|a|
க|ை|ன|்|	K|y|n|e|
ல|ஹ|க:்|	L:a|h:a|k|
ல:ை|ன|ே|	L:a:i|n|e:y|
ல:ை|க:்|	L:a:i|q|
ல:ை|த|்|	L:a:i|t|h|
ல|ா|ல|ா|	L|a|l|a|
ல|ம|ர:்|	L:a|m:a|r|
ல|ா|ர:ி|	L|a|r:r:y|
ல|ீ|ன:்|	L|e|A:n:n|
ல|ே|ட|ா|	L|e|d|a|
ல|ீ|ல|ா|	L|e:e|l:a|a|
ல|ீ|ன|ா|	L|e:e|n|a|
ல|ெ:ல:்|	L|E:L|
ல|ே|ல|ே|	L|e|l|e|
ல|ெ:ஸ:்|	L|e:s|
ல|ி|ன:்|	L|i|n|
ல|ோ|ஹ:ோ|	L|o|h:o:u|
ல|ோ|ல|ா|	L|o|l|a|
ல|ோ|ம|்|	L|o|m|e|
ல|ோ|ன|ா|	l|o|n|a|
ல|ோ|ர|ி|	L|o|r|i|
ல|ு|ய|ி|	L|o|u|i:e|
ல|ோ|வ:ி|	l|o|v:e:y|
ல|ோ|வ|ி|	L|o|v|i:e|
ல|ு|ச|ி|	L|u|c|i:e|
ல|ு|ச|ி|	L|u|c|y|
ல|ு|க|்|	L|u|k|e|
ல|ு:த:்|	L|U:T|
ல|ி|ன:்|	L|y|n|
ம|ா|ன:்|	M:a|a|n|
ம|ா:ப:்|	M|A:B|
ம|ே:க:்|	M:a|c|
ம|த|ன:்|	M:a|d:a|n|
ம|ா:ய:ீ|	M:a|e|
ம|க|ன:்|	M:a|g:a|n|
ம|க|ர:்|	M:a|g:a|r|
ம|ஹ|க:்|	M:a|h:a|k|
ம:ே|ட|ா|	M:a:i|d|a|
ம:ை|க:்|	M:a:i|k|
ம:ை|ன|ா|	M:a:i|n|a|
ம:ே|ர|ி|	M:a:i|r|e|
ம|ா|ல|ா|	M|a|l|a|
ம|ல|ங:்|	M:a|l|a:n:g|
ம|ா|த|ா|	M|a|t|a|
ம|ா|ய|ோ|	M|a|y|o|
ம|ே|ய:ா|	m|e|a|
ம|ே|த:ா|	M|e|d:h:a|
ம|ே|த|ா|	M|e|d:h:a|a|
ம|ீ|ன|ா|	M|e:e|n|a|
ம|ீ|ன|ா|	M|e:e|n:a|a|
ம|ீ|ர|ா|	M|e:e|r|a|
ம|ீ|ர|ா|	M|e:e|r:a|a|
ம:ீ|த:்|	m:e:e|t|
ம|ே|க:்|	M|e|g|
ம|ே|க|்|	M|e|g|h|
ம|ே|ள|ா|	M|e|l|a|
ம|ெ|ன|ை|	M|e|n|a:i|
ம|ி|க|்|	M|i|c|k|
ம:ை|க:்|	M:i:c|k|
ம|ி|ம|ி|	M|i|m|i|
ம|ோ|க:ே|	M|o|g:h:e|
ம:ூ|ர|்|	M:o:o|r|e|
ம|ொ|ர|ே|	m|o|r|e|
ம|ோ|த|ி|	M|o|t|i|
ந|ா|த|ா|	N:A|A|T|A|
ந|ா|த:ு|	N|a|a:t:u|
ந|ா|ஸ:்|	N:a|a|z|
ந|ப|ன:்|	N:a|b:h:a|n|
ந|ஹ|ல:்|	N:a|h:a|l|
ந:ை|ய|ா|	N:a:i|y|a|
ந|ா|ஜ|ி|	N|a|j|i|
ந|ம|ன:்|	n:a|m:a|n|
ந|ா|ன|ி|	N|a|n|i|
ந|ா:வ:்|	N|A:O|
ந|வ|ல:்|	n:a|v:a|l|
ந|ய|ன|ா|	N:a|y:a|n|a|
ந|ீ|ல:்|	N|e:e|l|
ந|ீ|ல|ா|	N|e:e|l|a|
ந|ீ|ப|ா|	N|e:e|p|a|
ந|ீ:த|ா|	N|e:e:t|a|
ந|ீ:த|ி|	N|e:e:t|i|
ந|ே|க|ி|	N|e|g|i|
ந|ே|ஹ|ா|	N|e|h|a|
ந:ெ|ல:்|	N:e:l|l|
ந|ி|க|்|	N|i|c|k|
ந|ி|ட|ா|	N|I|D|A|
ந|ி|த:ி|	N|i|d:h:i|
ந|ை|ல|்|	N|i|l|e|
ந:ூ|ர:்|	N:o:o|r|
ந|ு|ஸ|ா|	N|u|s|a|
ஓ|க|ன:்|	O|g:a|n|
ப|ா|க:ே|	p|a|a:g:e|
ப|ா|ஹ|ு|	P|a|h|u|
ப|ா|ல|ி|	P|a|l|i|
ப:த|ங:்|	P:a:t|a:n:g|
ப|த|க:்|	P:a|t:h:a|k|
ப:ௌ|ல:்|	P:a:u|l|
ப:ௌ|ல|ா|	P:a:u|l|a|
ப|ீ|ஸ:்|	p|e|a:c:e|
ப|ெ|ர|ி|	P|e|r|i|
ப|ெ|ர|ு|	P|e|r|u|
ப|ெ|ச|ோ|	p|e|s|o|
ப|ி:ய:ா|	P|I:A|
ப|ா|ல:ி|	P|o|l:l:y|
ப:ூ|ஜ|ா|	P:o:o|j|a|
ப|ூ|ஜ|ா|	P|u|j|a|
ப|ு:ல:்|	P|U:L|
ப|ு|ர|ா|	P|u|r|a|
ப|ூ|ர|ி|	P|u|r|i|
க|ட|ம:்|	Q:a|d:a|m|
ர|ா|ஹ|ி|	R:a|a|h|i|
ர|ா|ன:்|	R|A:A|N|
ர|ா|ஸ:்|	R:a|a|z|
ர|ப|ஹ:்|	R:a|b:a|h|
ர|ே:ஸ:்|	r:a|c:e|
ர|ே:ய:்|	R:a|e|
ர|ஃ:ப|ே|	R:a|f|e|
ர|க|த:்|	R:a|g:h:a|d|
ர|ா|க|ி|	r|a|g|i|
ர|ஹ|த:்|	R:a|h:a|t|
ர|ா|ய:்|	R|a|i|
ர|ஜ|ன:்|	R:a|j:a|n|
ர|ஜ|ன|ி|	R:a|j:a|n|i|
ர|ஜ|த:ா|	R:a|j|a:t:a|
ர|க|த:்|	R:a|k:h:a|d|
ர:க|த:ா|	R:a:k|h:d:a|
ர|ா:ம:்|	R|A:M|
ர|ன|ட:ே|	R:a|n|a:d:e|
ர|த|ன:்|	R:a|t:a|n|
ர|ீ|ஸ|்|	R|e:e|c|e|
ர:ீ|ன:்|	r:e:e|n|
ர|ெ|க:ே|	R|e|g:h:e|
ர|ே|க|ா|	R|e|k:h:a|a|
ர|ெ|ன|ெ|	R|e|n|e|
ர|ே|ன|ோ|	R|e|n|o|
ர|ே|ண|ு|	R|e|n|u|
ர|ீ|வ|ா|	R|e|w|a|
ர:ோ|ன:்|	R:h:o|n|
ர|ி|க|்|	R|i|c|k|
ர|ி|த:ா|	R|i|d:h:a|
ர|ி|க:்|	R|i|k|
ர|ி|த|ு|	R|i|t|u|
ர|ா|ப:்|	R|o|b|
ர|ோ|ச|்|	R|o|c|h|
ர:ா|க:்|	r:o:c|k|
ர:ா|ட:்|	R:o:d|d|
ர|ோ|ல|்|	r|o|l|l|
ர|ா:ன:்|	R|o:n|
ர|ோ|ன|ா|	R|o|n|a|
ர:ூ|ஹ|ி|	R:o:o|h|i|
ர|ோ|ஸ:்|	R|o|s|
ர|ோ|ஸ|ா|	R|o|s|a|
ர|ோ|ஸ|்|	r|o|s|e|
ர|ா:ய:்|	R|o:y|
ர|ோ|ஸ|ா|	R|o|z|a|
ர|ு|ப|ி|	R|u|b|y|
ர|ூ|ப|ி|	R|u|b|y|
ர:ு:ய|்|	R:u|e|
ர|ு|ம|ா|	R|u|m|a|
ர|ூ|ம|ா|	R|u|m|a|
ர|ு|ப|ா|	R|u|p|a|
ர|ூ|ப|ா|	R|u|p|a|
ச|ா|க|ு|	s:a|a|g|u|
ச|ா|ன:்|	s:a|a|n|
ச|ா|ன|ே|	S:a|a|n|e|
ச|ா|த:ி|	S:a|a|t:h:i|
ச|க|ர:்|	S:a|g:a|r|
ச|ா|க:ு|	S|a|g:g:u|
ச|ஹ|ஜ|ா|	S:a|h:a|j|a|
ச:ை|ம|ா|	S:a:i|m:a|h|
ச:ை|ன|ி|	S:a:i|n|i|
ச:ை|ர:ா|	S:a:i|r:a:h|
ச|ஜ|ன:்|	S:a|j:a|n|
ச|ல|ட:ோ|	S:a|l|a:d:o|
ச:ம|ஜ:்|	s:a:m|a:j:h|
ச|ம|ர|ா|	S:a|m:a|r|a|
ச|ம|ர:ா|	S:a|m:a|r:a:h|
ச:ம|த:ா|	S:a:m|a:t:a|
ச|ன|ம:்|	S:a|n:a|m|
ச|ன|த:்|	S:a|n:a|t|
ச|ர|ண:்|	S:a|r:a|n|
ச|ர|ங:்|	S:a|r|a:n:g|
ச|ர|ஸ:்|	S:a|r:a|s|
ச:ௌ|த:்|	S:a:u|d|
ச|ா|ஸ:்|	S|a|z|
ச|ா|ஸ:ா|	s|a|z:a:a|
ச:ீ|ட:ூ|	S:e:a|d:o:o|
ச:ீ|த:ா|	s:e:a|s:o:n|
ச|ீ|ம|ா|	S|e:e|m|a|
ச|ீ:த|ா|	S|e:e:t|a|
ச|ெ|ன|ெ|	S|e|n|e|
ஷ|ப|ர|ி|	S:h:a|b:a|r|i|
ஷ|ஃ:ப|ீ|	S:h:a|f|e:e|
ஷ|ை|ல|ி|	S:h|a:i|l|i|
ஷ|ல|க:ா|	S:h:a|l|a:k:a|
ஷ:ா|ம|ா|	S:h:a|m|a|
ஷ:ா|க:்|	S:h:a|q:u:e|
ஷ|ர|த:்|	S:h:a|r:a|d|
ஷ|ர|ன:்|	S:h:a|r:a|n|
ஷ|த|ய:ு|	S:h:a|t|a:y:u|
ஷ|ௌ:ன:்|	S:h:a|u:n|
ஷ|ா|ம:்|	s:h:a|w|m|
ஷ|ா|ன:்|	S:h:a|w|n|
ஷ|ீ|ஷ|்|	S:h|e:e|s|h|
ஷ:ெ|ல:்|	S:h:e|l|
ஷ:ெ|ர:ூ|	S:h:e|r:o:o|
ஷ|ீ|ல:ா|	S:h|i|e:l:a|
ஷ:ி|வ|ா|	s:h:i|v:a|a|
ஷ|ோ|ப:ா|	S:h|o|b:h:a|
ஷ|ோ|த|்|	S:h|o|d|h|
ஷ|ோ|ப:்|	S:h|o:e|b|
ஷ|ோ|ர:்|	S:h|o|r|
ஷ:ு|வ:ா|	S:h:u|':a:a|
ச|ோ|த|ி|	S|o|d|i|
ச|ோ|ம|ா|	s|o|m|a|
ச|ோ|ன|ி|	S|o|n|y|
ச|ு|க|ா|	S|u|k:h|h:a|
ச|ு|ல|ா|	S|u|l|a|
ச|ு|ஸ:ி|	S|u|s:i:e|
ச|ு|ஸ|ி|	S|u|z|y|
த|ா|ர|ா|	T:a|a|r:a|a|
த|ப|ல:ா|	T:a|b:a|l:a:h|
ட|ெ|ஸ|ி|	T|a|c|e:y|
ட|ே|ட:்|	T|a|d:h:g|
த|ா|ஹ|ா|	T|a|h|a|
ட:ை|ச:ே|	T:a:i|s:e:i|
த|ப|ன:்|	T:a|p:a|n|
த:ப|த:ி|	T:a:p|a:t:i|
த:ப|த|ி|	T:a:p|t|i|
த|ா|ர|ா|	T|a|r|a|
த:ை|ப:ா|	T:a:y|b:a:h|
ட:ீ|க|்|	T:e:a|g:u|e|
த|ே|ஜ:்|	T|e|j|
ட|ே|ர:ா|	T|e|r:a:h|
ட:ெ|ஸ:்|	T:e:s|s|
த:ா|ன|ே|	T:h:a|n|e|
த:ா|ர:்|	T:h:a|r|
த:ா|ர|ா|	T:h:a|r|a|
த:ி|ய:ா|	t:h:e|a|
த:ே|ர|ா|	T:h:e|r|a|
த:ி|ன|ா|	t:h:i|n|a|
த:ா|ம:்|	T:h:o|m|
த:ை|ர|ா|	T:h:y|r|a|
ட:ீ|வ|்|	T:i:e|v|e|
ட|ீ|ன|ா|	T|i|n|a|
ட|ி|ன|ோ|	T|i|n|o|
த|ி|ஷ:ா|	T|i|s:h:a|
ட|ா|ட:்|	T|o|d|
ட:ோ|ல|ா|	T:o:l|l|a|
ட|ா:ம:்|	T|o:m|
ட|ோ|ன|ி|	T|o|n|y|
ட|ோ|ர|ி|	T|o|r|i|
ட|ோ|ர|ி|	T|o|r|i:e|
ட|ோ|ஸ:ி|	T|o|t:i:e|
த:ு|த:்|	T:u:d|d|
ய:ூ:க|ோ|	U:g|o|
வ|ா|த:்|	V:a|a|d|
வ|ா|க:்|	V|a|a:g:h|
வ|த|ன:்|	v:a|d:a|n|
வ:ா|ல|ி|	V:a:l|l|i|
வ|ா|ம|ா|	V|a|m|a|
வ|ன|ன|ி|	V:a|n:a|n|i|
வ|ா|ண|ீ|	V|a|n|e:e|
வ|ா|ண|ி|	V|a|n|i|
வ|ர|ன:்|	V:a|r:a|n|
வ|ா|ர|ி|	v|a|r|i|
வ|ெ|ர|ா|	V|e|r|a|
வ|ி|ப:ா|	V|i|b:h:a|
வ|ி|ப|ா|	V|i|b:h:a|a|
வ|ி|க:்|	V|i|c|
வ|ி|க|ோ|	V|i|c|o|
வ|ி|ன:்|	V|i|n|
வ|ோ|ர|ா|	V|o|r|a|
வ|ா|த|ி|	W|a|d|i|
வ|ா|ஜ:்|	W:a|h:h:a|j|
வ|ா|ல:ி|	W|a|l:l:y|
வ|ெ:ஸ:்|	W|e:s|
வ|ி|ல|்|	w|i|l|l|
ர:ெ|ன:்|	W:r:e|n|
ர:ை|ட:்|	W:r:i|g:h:t|
ய:ா|த|்|	W:y:a|t|t|
வ|ய|த|்|	W|y:a|t|t|
ய|ஃ:ப|ி|	Y:a|f|i|
ய|க:்|ய|	Y:a|g|y:a|
ய|ம|ம|ா|	Y:a|m:a|m:a|h|
ய|ம|ன:்|	Y:a|m:a|n|
ய|ம|ன:ி|	Y:a|m:a|n:e:e|
ய:ா|ஷ:்|	Y|a:s:h|
ய|ோ|க|ீ|	Y|o|g|e:e:y|
ஜ:ா|ர:ா|	Z:a:h|r:a:h|
ஜ:ே|ர:ா|	Z:a:i|r:a:h|
ஜ:ே|ப|ா|	Z:a:y|b|a|
ஜ|ே|ன|ா|	Z|e|n|a|
ஜ|ெ|ன|ோ|	Z|e|n|o|
