ஆ|	A:a|
அ|ப|்:ச|ர|ோ|க|ோ|	A|b|s|a:r|o|k|a|
அ:ப:்|ஸ|ி|	A:b|s|i|
அ|ப|ண|்|ட|ண|்:ட:்|	A|b|u|n|d|a:n|t|
ல|ை|ப|்|	L|i|f|e|
க:ி|ற:ி|ஸ|்:ட|ி|ய:ன:்|	C|h:r:i|s|t|i|a:n|
ப|ெ|ல:்|ல:ோ|ஷ:ி|ப:்|	F|e|l|l:o:w|s:h:i|p|
அ|ப:்:ஸ|ா|ர|ி|	A|b:z|a|r|i|
அ|க|ா|ர|்:ய:ா|த|ன:ா|ய|ா|	A|c|a|r|y:a|t|a:n:a|y|a|
ஆ|க:்:ச|ி|ட|ெ|ண|்:ட:்|	A|c:c|i|d|e|n|t|
ஆ:ச|ா|ர|்:ய|ன|ா|ன|்|த:ன:்|	A:c:h|a|a:r|y|n|a|n|d|a:n|
ஆ:ச|ா|ர|்:ய|ா:ன:ா|ன|்:த|ன|ா|	A:c:h|a|a:r|y|n:a|n|d|a:n:a|a|
அ|ச|்|ச:ல:்|	A|c|h|a:l|
அ|ச:்:ச|ல:ா|ப:த|ி|	A|c:h|a:l:a|p:a:t|i|
அ|ச:ா|ல:்:ட|ா|	A|c:h:a|l:d|a|
அ|ச:்:ச|ல:ே|ந:்:த|ி:ர|ா|	A|c:h|a:l:e|n:d|r|a|
அ|ச|ல|்:க|ஞ|்:ச|்|	A|c:h:a|l|g|a|n|j|
அ|ச:்:ச|ா|ன|க:்|	A|c:h|a|n:a|k|
அ|ச|ந:்|த:்|	A|c:h:a|n|d|
அ|ச:ா|ர|்:ய:ா|	A|c:h:a|r|y:a|
ஆ:ச|ா|ர|்:ய:ா|ன|ா|ன|்|த:ன:்|	A:c:h|a|r|y:a|n|a|n|d|a:n|
ஆ:ச|ா|ர|்:ய:ா|ன|ா|ன:்|த:ன|ா|	A:c:h|a|r|y:a|n|a|n|d:a:n|a|
ஆ:ச|ா:ர:்|ய|ா:ச:ு|த|ா|	A:c:h|a:r|y:a|s:u|t|a|
ஆ:ச|ா:ர:்|ய|ா:ச:ு|த:ா|	A:c:h|a:r|y:a|s:u|t:a:a|
ஆ:ச|ா:ர:்|ய|ன|ா|ன:்|த:ன|ா|	A:c:h|a:r|y|n|a|n|d:a:n|a|
ஆ:ச|ா:ர:்|ய|ா:ச:ு|த|ா|	A:c:h|a:r|y|s:u|t|a|
அ|ச|்|ச:ா|ஜ|ி|	A|c|h|c:h:a|j|i|
அ|ச:்:ச|ி:ல|்|	A|c:h|i:l:l|e|
ல:ா|ர|ோ|	L:a:u|r|o|
அ|ச:்:ச|ி|ன|்:ட:ி|ய:ா|	A|c:h|i|n|t:y|a|
அ|ச:்:ச|ி:ய:ு|த:்|	A|c:h|y:u|t|
ஆ|க|்|ல|ா:ண:்|ட:்|	A|c|k|l|a:n|d|
ஆ|ர|்:ட:்|	A|r|t|
ம:ி:ய|ூ:ஸ:ி|ய:ம:்|	M:u|s:e|u:m|
ஆ|க:்|ர|ோ|ப|ோ|ல|ி|ஸ:்|	A|c|r|o|p|o|l|i|s|
ம:ி:ய|ூ:ஸ:ி|ய:ம:்|	M:u|s:e|u:m|
ஆ|க|்|ட|ர:்|	A|c|t|o|r|
அ|த:ா|	A|d:a:a|
அ|ட|ை:ய:்|ர:்|	A|d|a:i|r|
ஆ|ட|ல|ர:ச|ு|	A|d|a:l:a|r:a:s|u|
ஆ|ட:ல|ர:ச|ு|	A|d:a:l|r:a:s|u|
அ:த|ம:்|	A:d:a|m|
ஆ:ட|ம:்|	A:d:a|m|
ட|ே|ல|்|	D|a|l|e|
ஆ:த|ர:்|ஷ:ி|	A:d:a|r|s:h:a|
ஆ|த|ர|்:ஷ:்|ந:க|ர|்|	A|d|a:r|s:h|n:a:g|a|r|
அ|ட|ா|வ|ி|	A|d|a|w|i|
அ|ப:்:த|ு:ல:்|	A|d:b|u:l|
க|ு:வ|ா:ய:ி|	Q:a|w|i|
அ:த|ி|ஸ:்|	A:d:d|i|s|
அ|ப|ே:ப|	A|b|a:b:a|
அ|ட|ெ|க|்:க:ோ|	A|d|e|c|c:o|
அ|த|ீ|ல:்|	A|d|e:e|l|
அ|ட|ெ|ல|்|	A|d|e|l|e|
அ|ட|ெ|ல:ி|	A|d|e|l:i:e|
அ|ட|ெ|ல|ி|ன|்|	A|d|e|l|i|n|e|
அ|ட|ெ|ல|்:ப|ி|	A|d|e|l|p|h:i|
அ|ட|ெ|ர|ி|ன:்|	A|d|e|r|y|n|
அ:த|ீ|ர:்|	A:d:h|e:e|r|
அ:த|ீ|ர|ா|	A:d:h|e:e|r|a|
அ:த|ி|க|ா:ர:்|	A:d:h|i|k|a:r|
அ:த|ி|ப:்|	A:d:h|i|p|
அ:த|ி:த:்|	A:d:h|i:t|
அ:த|ி|வ|ா:ர:்|	A:d:h|i|w|a:r|
அ:த|்:ர|ி:த:்|	A:d:h|r|i:t|
அ:த|ு|ர|ி|	A:d:h|u|r|i|
க:ஹ|ா|ன|ி|	K:a:h|a|n|i|
அ|த|ி:ப:்|	A|d|i:b|
அ|ட|ி|ட|ா|ஸ:்|	A|d|i|d|a|s|
ஆ|ட:ி|	A|d:i:e|
அ|த|ி|க:வ|ி|	A|d|i|k:a:v|i|
ஆ|த|ி|ல:க|்:ஷ:்|ம|ன:்|	A|d|i|l:a:k|s:h|m:a|n|
அ|த|ி|ன|ா:த|்|	A|d|i|n|a:a:t|h|
அ|த|ி|ன|ா|த|்|	A|d|i|n|a|t|h|
அ|ட|ி|ர|ோ|ன:்:ட|ா|க|்|	A|d|i|r|o|n:d|a|c|k|
ஆ|த|ி|ஷ:ங|்|க|ர:்|	A|d|i|s:h:a|n|k:a|r|
ஆ|த|ி|ஸ|்|ர|ீ|	A|d|i|s|h|r|e:e|
அ|த|ி|ஷ|்|வ|ர:்|	A|d|i|s|h|v:a|r|
அ|த|ி|த:்:த|ி|	A|d|i|t|i|
ஆ|த|ி|த|்:ப|ா|ர|ா|	A|d|i|t|p|a|r|a|
அ|த|ி:த:்|ய|ா|	A|d|i:t|y:a|a|
ஆ|த|ி:த:்|ய|ா|க|ே|ஷ|வ:்|	A|d|i:t|y|a|k|e|s:h:a|v|
ஆ|த|ி:த:்|ய|ா|ன:ன|்|த:ன:்|	A|d|i:t|y|a|n:a:n|d|a:n|
ஆ|ட:்|ன:ா|ன:்|	A|d|n:a:a|n|
அ|ட|ா|ல|்:ப|்|	A|d|o|l|p|h|
அ|ட|ோ|ன|ி:ய|ா|	A|d|o|n|i|a|
அ|ட|ோ|ன|ி|ஸ:்|	A|d|o|n|i|s|
அ|ட:்|ர|ி:ய|ா|ன|ோ|	A|d|r|i|a|n|o|
அ|ட:்|ர|ி:ய|ா|ன|்|	A|d|r|i|e|n:n|e|
அ|த|ு|ட|ு|ர|ா|ய:்|	A|d|u|t|u|r|a|i|
அ|த|ூ:ஸ:்|	A|d|u:z|
ஸ|ா|ஹ|ி:ர:்|	Z|a|h|i:r|
அ|த:்|வ|ா:க|ீ|	A|d|v|a:a:k|e:e|
அ|த:்|வ|ை|த:்|	A|d|v|a:i|t|
அ|த:்|வ|ா|க|ி|	A|d|v|a|k|i|
அ|த:்:வ|ா:க|ீ|	A|d:w|a:a:k|e:e|
அ|த:்:வ|ா|க:ீ|	A|d:w|a|k:e:e|
ஏ:ல|்:வ|ி|ன:்|	A:e:l|w|e|n|
ஏ:ய:ி|ய:ா:ன|்|	A:e|o|n|
ஏ:ர|ோ|ன|ா|	A:e:r|o|n|a|
அ:ஃ:ப|ர|ோ|ஸ|்|	A:f|a:r|o|z|e|
அ:ஃ:ப|ஸ|ா|ன|ா|	A:f|a:s|a|n|a|
அ:ஃ:ப|ா|ஸ|ா|ன:ா|	A:f|a|s|a|n:a:a|
அ|ஃ|ப|ச|ா|ர|ா|	A|f|a|s|a|r|a|
அ:ஃ:ப|ீ|ஃ:ப:்|	A:f|e:e|f|
அ|ப:்|க:ா|ன|ி|	A|f|g:h:a|n|i|
அ:ஃ|ப:ீ:ஃ|ப:்|	A|f:i|f|
அ:ஃ:ப|்:ஜ:ல|்|	A:f|j:a|l|
அ:ஃ|ப:்|ல:ா|	A|f|l:a:h|
அ:ஃ|ப:்|ல:த|ூ|ன:்|	A|f|l:a:t|o:o|n|
அ:ஃ:ப|்:ர|ா|	A:f|r|a|
அ:ஃ:ப|்:ச:ா|ன|ா|	A:f|s:a|n|a|
ப:ி|ய|ா:ர:்|	P|y|a:r|
க|ா|	K|a|
அ:ஃ:ப|்:ச|ா:ர:்|	A:f|s|a:r|
அ:ஃ|ப:்|த|ப:்|	A|f|t:a|b|
அ|ஹ:்:ம|ெ:த:்|	A|h:m|e:d|
ஆ|க|ா:ம:்|	A|g|a:m|
அ|க:ப|ே|	A|g:a:p|e|
அ|க|ர:்|க|ர:்|	A|g:a|r|k:a|r|
அ|க:ர|்:ட|ா|ல|ா|	A|g:a:r|t|a|l|a|
அ|க|ஸ|்:த:ி|	A|g|a:s|t:i|
அ|க|ஸ|்|த:ி:ய|ா|	A|g|a:s|t|y|a|
அ|க|ா:த|ா|	A|g|a:t:h|a|
அ|க|ா|ட|ன|்|	A|g|a|t|o|n|
ஃ:ப:்|ப:ோ:ர|்:ட:்|	F|o:r|t|
ஆ|க|ே|	A|g|e|
ப:ட|ோ|	B:a:d|h:o|
அ:க:்|க:ி|	A:g|g:i:e|
அ|க|ி|ன:்:க|ோ:ர|்:ட:்|	A|g|i|n:c|o:u:r|t|
அ|க:்:ன|ீ|	A|g:n|e:e|
அ|க:்:ன|ீ|	A|g:n|e:e|
ப:ர|ீ|க:்|ஷ:ா|	P:a:r|e:e|k|s:h:a|
அ|க:்:ன|ே|ய|ா|	A|g:n|e|y|a|
அ|க:்:ன|ி|	A|g:n|i|
அ|க:்:ன|ி|	A|g:n|i|
ப|ி:ர|ே|ம:்|	P|r|e|m|
அ|க:்:ன|ி|	A|g:n|i|
ர|ே:க|ா|	R|e:k:h|a|
அ|க:்:ன|ி|	A|g:n|i|
ச|ா|க:்|ஷ:ி|	S|a|k|s:h:i|
அ|க:்:ன|ி|க:ா|ல:்|	A|g:n|i|k:a:a|l|
அ|க:்:ன|ி|க|ு|ம|ா:ர:்|	A|g:n|i|k|u|m|a:r|
அ|க:்:ன|ி|ப:்|ர|வ:்|	A|g:n|i|p|r:a|v|
அ|க|ோ|ர|ி|	A|g|o|r|i|
க|ா|ஸ:்|	K:h|a|s|
ஆ|க:்|ர|ா|	A|g|r|a|
க:ண|்:ட|ோ|ன|்:ம|ெ|ண|்:ட:்|	C:a:n|t|o|n|m|e|n|t|
ஆ|க:்|ர|ா|	A|g|r|a|
ச:ி:ட|்:ட:ி|	C:i|t:y|
ஆ|க:்|ர|ா|	A|g|r|a|
ர:ோ|ட:்|	R:o:a|d|
அ:க:்|ர|ீ:ம|ெ|ண|்:ட:்|	A:g|r|e:e:m|e|n|t|
அ:க:்|ர|ி|க:்:க|ல:்:ச|ூ|ர|ல:்|	A:g|r|i|c|u:l|t:u|r:a|l|
ப|ே:ங:்|க:்|	B|a:n|k|
ஆ:ப:்|	O:f|
ச:ை|ன|ா|	C:h:i|n|a|
ஆ|க:்|ர|ோ|	A|g|r|o|
ட|ெ|க|்|	T|e|c|h|
ஃ:ப|ு:ட|்:ஸ:்|	F|o:o:d|s|
அ|ஹ|ா|த:்|	A|h|a|d|
அ|ஹ|ா|க:்|க|ர:்|	A|h|a|g|g:a|r|
அ|ஹ:ல|்:ய|ப:ூ|ர:்|	A|h:a:l|y|a:p:u|r|
அ|ஹ:ல|்:ய:ா|ப|ூ:ர:்|	A|h:a:l|y:a|p|u:r|
அ|ஹ:ங|்:க|ா|ர:்|	A|h:a:n|k|a:a|r|
அ|ஹ|ி|ந:்:த|ி:ர|ா|	A|h|i|n:d|r|a|
அ|ஹ|ி|ஸ|்:ட|ா|	A|h|i|s|t|a|
அ|ஹ|ி|ஸ|்:ட|ா|	A|h|i|s|t|a|
அ:ஹ:்|ல|ா|த|ி:த:்|	A:h|l|a|a:d|i:t|
அ:ஹ:்|ல|ா|த|ி:த:்|	A:h|l|a|d|i:t|
அ:ஹ:்|ல|ா:ம:்|	A:h|l|a:m|
அ|ஹ:்:ம|ா|த:்|	A|h:m|a|d|
அ:ஹ:்|ம|த:்|	A:h|m:a|d|
அ|ல|்:-:ப|ா|த|ா|வ|ி|	A|l|-:b|a|d|a|w|i|
அ:ஹ:்|ம:த|்|ந|க|ர:்|	A:h|m:a:d|n|a|g:a|r|
அ:ஹ:்|ம|ர:்|	A:h|m:a|r|
அ|ஹ:்:ம|ா:ர:்|	A|h:m|a:r|
அ:ஹ:்|ம|த:்|	A:h|m:e|d|
அ|ல|்:-:ப|ு|ன|ி|	A|l|-:b|u|n|i|
அ:ஹ:்|ம|த:்|	A:h|m:e|d|
அ|ர:்:-|ர|ி:ஃ|ப:்:ப|ை|	A|r:-|r|i|f|a:i|
அ:ஹ:்|ம|த:்|	A:h|m:e|d|
ய|ெ|ஸ|ெ|வ|ி|	Y|e|s|e|v|i|
அ|ஹ:்:ம|ெ|த|்|ந|க|ர:்|	A|h:m|e|d|n|a|g:a|r|
அ|ஹ|்:ர:வ|ு|ர|ா|	A|h|r:a|u|r|a|
ர:ோ|ட:்|	R:o:a|d|
அ|ஹ|்:ச|ா|ஸ:்|	A|h|s|a:a|s|
அ|ஹ|்:ச:ா|ன:்|	A|h|s:a|n|
ஐ|க:ா|ர:்|	A:i|g:h:a|r|
ஐ:ம|ீ|	A:i:m|e:e|
ஐ:ன|்|	A:i:n|e|
ஐ|ர:்:ல|ி:ய|ா|	A:i|r:l|i|a|
அ:ய:ி|ஸ|்|ப|ா|க|்|	A:i|s|h|b|a|g|h|
ஐ|ஷ|்:வ|ர|்:ய:ா|	A:i|s:h|w|a:r|y:a|
ஐ|ஸ:்|ல|ி:ன:்|	A:i|s|l|i:n|
ஐ:ட|ா|ன|ா|	A:i:t|a|n|a|
அ:ய:ி|த|்:ப|ா|ர:்|	A:i|t|b|a:a|r|
ஏ|க:்:ஸ|்:ட|ி:ர|ா:ன:்|	A:i|x|t|r|o:n|
ஏ|க:்:த|ி|ன|்:க|ெ|ஸ|ெ:ல|்:ஷ|ா|ப:்|ட:்|	A|k:t|i:e|n|g|e|s|e:l:l|s:c:h|a|f|t|
ஆ:ய|ே|	A:i:y|e|
அ|ஜ|ய|்|ப|ூ:ர:்|	A|j:a|i|b|p|u:r|
அ|ஜ:ந|்:த:ா|	A|j:a:n|t:a|
எ|ல:்:ல|ோ|ர|ா|	E|l:l|o|r|a|
அ|ஜ:ந|்:த|ா|	A|j:a:n|t|a:a|
அ|ஜ:ந|்:த:ி|	A|j:a:n|t:i|
அ|ஜ|ா|ர:த|ா|ஹ:்|	A|j|a|r:a:d|a|h|
அ|ஜ|ா|த|ா:ஷ|ா|த:்:ர|ூ|	A|j|a|t|a:s:h|a|t:r|u|
அ|ஜ:வ|ா|த:்|	A|j:a:w|a:a|d|
அ|ஜ|ய:்|	A|j:a|y|
ஜ:ட|ே|ஜ|ா|	J:a:d|e|j|a|
அ|ஜ|ீ|ப:்|	A|j|e:e|b|
இ|ட|்:ட|ே|ஃ|ப|க:்|	I|t|t|e|f|a|q|
அ|ஜ|ீ|ப:ா|	A|j|e:e|b:a:h|
அ:ஜ:ீ|த:்|	A:j|e:e:t|
அ|ஜ|ெ|ந:்:த|ி:ர|ா|	A|j|e|n:d|r|a|
ஆ|ஜ|ி|ங|்:க:ி|ய:ா|	A|j|i|n|k:y|a|
அ|ஜ|ி:ர:்|	A|j|i:r|
அ|ஸ|ோ|ம:்|	A|s|o|m|
அ|ஜ|ி:த:்|	A|j|i:t|
அ|க|ர:்|க:்:க|ர:்|	A|g:a|r|k:a|r|
அ|ஜ:்:ம|ா|ன|ி|	A|j:m|a|n|i|
அ|ஜ|ூ:ப|ா|	A|j|o:o:b|a|
அ|ஜ|ூ:ப|ா|	A|j|o:o:b|a|
க|ு|த:்|ர|த:்|	K|u|d|r:a|t|
க|ா|	K|a|
அ|க|ா|ஷ:்|	A|k|a|a:s:h|
ஆ|க|ா|ஷ:்|	A|k|a|a:s:h|
அ:க|ல:்|ம:ந|்:த:்|	A:k:a|l|m:a:n|d|
அ:க|ம:ா|ல:்|	A:k:a|m:a:a|l|
அ:க|ம|ா|ல:்|	A:k:a|m|a|l|
அ:க|ன:ப|ே|ட:்|	A:k:a|n:a:p|e|t|
அ|க|ா|ஷ|்|	A|k|a|s|h|
ஆ|க|ா|ஷ|்|	A|k|a|s|h|
ப|ா|ர|ி|	P|a|r|i|
அ|க|ா:ஷ|ா|	A|k|a:s:h|a|
அ|க|ா:ஷ|ி|	A|k|a:s:h|i|
அ|க:்|ப|ர:்|	A|k|b:a|r|
அ|க:ீ|ல:்|	A|k:e:e|l|
அ|க|ே|ல|ா|	A|k|e|l|a|
அ|க|ே|ல|ே|	A|k|e|l|e|
ஹ|ம:்|	H:u|m|
அ|க|ே|ல|ே|	A|k|e|l|e|
த|ு:ம:்|	T|u:m|
அ|க|ந:்|த:்|	A|k:h:a|n|d|
ச:ௌ|ப:ா|க:்|ய|வ:த|ி|	S:a:u|b:h:a|g|y:a|w:a:t|i|
அ:க|ி|ல:்|	A:k:h|i|l|
அ:க|ி|ல|ா|	A:k:h|i|l|a|
அ:க|ி|ல|ே|ஷ|்|	A:k:h|i|l|e|s|h|
அ:க|்:ல|ா|க:்|	A:k:h|l|a:a|q|
அ:க|்:த:ி|ய|ா:ர:்|	A:k:h|t:i|y:a|a:r|
அ:க|்:த:ி|ய|ர:்|	A:k:h|t:i|y:a|r|
அ|க:ி:ஃ|ப:்|	A|k:i|f|
அ|க|ி:ட:்|ஸ|ு|	A|k|i:t|s|u|
ம|ா|ர|ு|	M|a|r|u|
அ|க:்|ம:ா|ல:்|	A|k|m:a:a|l|
அ|க:்|ம|ல:்|	A|k|m:a|l|
அ|க|ோ|ர|ா|	A|k|o|r|a|
அ|க:்|ர|ம:்|	A|k|r:a|m|
க|ா|ன:்|	K:h|a|n|
அ|க:்|ர|ா:ன:்|	A|k|r|o:n|
அ|க|்:ஷ:்|	A|k|s:h|
அ|க|ூ|ட:க|ா|வ|ா|	A|k|u|t:a:g|a|w|a|
ப:்:ர|ை|ஸ|்|	P:r|i|z|e|
அ:ல:்|	A:l|
அ|ல|ா|	A|l|a|
அ|ல|ை|ய|	A|l|a:i|a|
அ|ல|ை|ர:்|	A|l|a:i|r|
அ|ல|ா|க|ா|	A|l|a|k|a|
அ|ல:க|ா|ன:ன|்:த|ா|	A|l:a:k|a|n:a:n|d|a|
அ|ல:க|ா|ன:ன|்:த|ா|	A|l:a:k|a|n:a:n|d|a:a|
அ|ல:க|்|ந|ந:்:த|ா|	A|l:a:k|n|a|n:d|a|
அ|ல:க|்:ன|ன|்:த|ா|	A|l:a:k|n|a:n|d|a|
அ|ல:க|்:ன|ன|்:த|ா|	A|l:a:k|n|a:n|d|a:a|
ஆ|ல|ம:்|	A|l:a|m|
அ|ர|ா|	A|r|a|
க|ி|	K|i|
ப|ே|ட:்:ட|ி|	B|e|t|i|
அ|ல:ம|ா|ட|்:ட|ி|	A|l:a:m|a|t|t|i|
ட|ே|ம:்|	D|a|m|
அ|ல:ம|ே|த|ா|	A|l:a:m|e|d|a|
அ|ல:ம|்:க|ி:ர:்|	A|l:a:m|g|i:r|
அ|ல|ா|ம|்:க|ி:ர:்|	A|l|a|m|g|i:r|
அ|ல:ம|்|ந|க|ர:்|	A|l:a:m|n|a|g:a|r|
அ|ல|ன:்|	A|l:a|n|
அ|ல|ன:்|	A|l:a|n|
ப:ட|்:ச|ர:்|	B:u:t|c:h:e|r|
ஆ|ல|ன:்|	A|l:a|n|
க|ோ|ன:ொ|ல:்:ல|ி|	C|o|n:n:o|l:l|y|
அ|ல|ன:்|	A|l:a|n|
இ:க|்:ல|ெ|ஸ:்|ட|ெ:ன:்|	I:g:g|l|e|s|d|e:n|
அ|ல|ன:்|	A|l:a|n|
ந|ா|ட|்|	K:n|o|t|t|
ஆ|ல|ன:்|	A|l:a|n|
த:ா|ம|்:ச:ன|்|	T:h:o|m|s:o|n|
அ|ல|ன:்|	A|l:a|n|
வ|ெ|ல|்|ஸ:்|	W|e|l|l|s|
அ|ல:ர|ி|ஸ|்|	A|l:a:r|i|c|e|
அ|ல|ா|ஸ|்:க|ா|	A|l|a|s|k|a|
அ|ல|்:ப:ன|்|	A|l|b:a|n|
அ|ல:்:ப|ே|ல|ி|	A|l:b|e|l|i|
அ:ல:்|ப:ர|்:ட:்|	A:l|b:e:r|t|
ஆ:ல:்|ப:ர|்:ட:்|	A:l|b:e:r|t|
ஐ|ன:்|ஸ:்|ட|ி:ன:்|	E:i|n|s|t:e|i:n|
ஆ:ல:்|ப:ர|்:ட:்|	A:l|b:e:r|t|
க|ோ|ர|்|	G|o|r|e|
ஆ|ல:்:ப|ெ|ர|்:ட:்|	A|l:b|e|r|t|
ப|ி|ன|்:ட|ோ|	P|i|n|t|o|
க|ோ|	K|o|
க|ு|ஸ|்:ஸ|ா|	G|u|s|s|a|
க:ி:ய|ோ:ன:்|	K:y|o:n|
அ|த|ா|	A|t|a|
ஹ|ை|	H|a:i|
ஆ:ல:்|ப:ர|்:ட:்|	A:l|b:e:r|t|
ஸ|்:வ|ெ|ய:்|ட:்|ச|ர|்|	S:c:h|w|e|i|t|z|e|r|
அ|ல:்:ப|ெ|ர|்:ட|ா|	A|l:b|e|r|t|a|
அ|ல:்:ப|ெ:ர:்|ட:்:ட|ா|	A|l:b|e:r|t|a|
ஆ:ல:்|ப:ர|்:ட|்:ச:ன|்|ஸ:்|	A:l|b:e:r|t|s:o|n|s|
அ|ல:்:ப|ீ|	A|l:b|i:e|
ம|ோ|ர|்:க:ெ|ல:்|	M|o|r|k:e|l|
அ|ல:்:ப|ி|ன|ா|	A|l:b|i|n|a|
அ|ல:்:ப|ி|ய:ா:ன|்|	A|l:b|i|o|n|
அ|ல:்:ப|ோ|ர|ன|்|	A|l:b|o|r|a|n|
அ|ல:்:ப|ூ|க|ெ|ர|்:க:்|	A|l:b|u|k|e|r|k|
அ|ல:்:ப|ர:ி|	A|l:b|u:r:y|
அ|ல|்:க:ன|்|	A|l|c:a|n|
அ|ல|்:க|ட|்|ட:ல:்|	A|l|c|a|t|e:l|
அ|ல:்:ட|ன|்|	A|l:d|a|n|
அ|ல:்:ட|ோ:ன:்|	A|l:d|o:n|
அ|ல:்:ட|ோ|ன|ா|	A|l:d|o|n|a|
அ|ல|ெ:க:்|	A|l|e:c|
அ|ல|ெ:க:்|	A|l|e:c|
ஸ:்:ட|ீ:வ|ர|்:ட:்|	S:t|e:w:a|r|t|
அ|ல|ீ|ம:ா|	A|l|e:e|m:a:a|
அ|ல|ெ:க:ி|ர|ி|ய|ஸ:்|	A|l|e:g|r|i|a|s|
அ|ல|ெ:த|ி:ய|ா|	A|l|e:t:h|e|a|
அ|ல|ெ:க|்:ஸ:்|	A|l|e|x|
ட|ை|ட:்|	T|a:i|t|
அ|ல|ெ|க:்:ச|ா|ண|்|ட|ர:்|	A|l|e|x|a|n|d|e|r|
த:ி|	T:h:e|
க|ி:ர|ே|ட|்|	G|r|e|a|t|
அ|ல|ெ|க:்:ச|ா|ண:்:ட|ர|்|	A|l|e|x|a|n:d|r|e|
ட|ு|ம|ா|ஸ:்|	D|u|m|a|s|
அ|ல|ெ|க:்:ஸ|ா|ன:்:ட|ி:ர|ி:ய|ா|	A|l|e|x|a|n:d|r|i|a|
அ|ல|ெ|க:்:ஸ|ா|ன|்:த|ி:ர|ி:ய|ா|	A|l|e|x|a|n|d|r|i|a|
அ|ல|ெ|க:்:ஸ|ி:ய|ா|	A|l|e|x|i|a|
அ|ல|்:ஃ:ப|ி:ர:ட|்|	A|l|f|r:e|d|
ஆ|ல|்:ஃ:ப|ி:ர:ட|்|	A|l|f|r:e|d|
ஹ:ி|ச|்:க|ா:க|	H:i:t|c:h|c|o:c:k|
ஆ:ல:ஃ|ப:்:ப|ி:ர:ெ|ட:்|	A:l|f|r:e|d|
ல|ு|ச|ெ|ன|ோ|	L|u|s|e|n|o|
ஆ|ல|்:ஃ:ப|ி:ர:ட|்|	A|l|f|r:e|d|
ட|ெ|ன|்:ன|ி|ச|ன|்|	T|e|n|n|i|s|o|n|
அ|ல|்:க|வ:ா|ன:்|	A|l|g|a:w:a|n|
ஆ|ல|்|க:ர:்|	A|l|g|e:r|
ஹ|ி|ஸ|்|	H|i|s|s|
அ|ல|்:க|ெ:ர:்|ன|ா:ன:்|	A|l|g|e:r|n|o:n|
அ|ல:்:ஜ|ி|ய:ர:்|ஸ:்|	A|l:g|i|e:r|s|
அ|ல:்:ஹ|ா|த:்|	A|l:h|a|d|
அ|ல|ி|	A|l|i|
ஹ|ு|ஜ:்:வ|ி|ர|ி|	H|u|j:w|i|r|i|
அ|ல|ி|	A|l|i|
ஷ|ா|	S:h|a:h|
அ|ல|ி:ய|ா|	A|l|i|a|
ப:ட|ா|	B:a:d|a|
அ|ல|ி|ப|ா|ப|ா|	A|l|i|b|a|b|a|
அ|ல|ி|ப|ா|க|்|	A|l|i|b|a|g|h|
அ|ல|ி|ப:ா|க:்|	A|l|i|b:a:u|g|
ஃ:ப:்|ப:ோ:ர|்:ட:்|	F|o:r|t|
அ|ல|ி|க:ன|்:ட|ே|	A|l|i|c:a:n|t|e|
அ|ல|ீ|ஸ|்|	A|l|i|c|e|
அ|ல|ி|ஷ:ி:ய|ா|	A|l|i|c:i|a|
ஆ|ல:ி:ஃ|ப:்|	A|l:i|f|
ல:ை|ல|ா|	L:a:i|l|a|
அ|ல|ி|க:ர|்|	A|l|i|g:a:r|h|
அ|ல|ி|க|ா|ர|்|	A|l|i|g|a|r|h|
ஜ|ங|்|ஷ:ன|்|	J|u|n|c:t:i|o:n|
அ|ல|ி:ம:்|	A|l|i:m|
அ|ல|ி|ப|ூ:ர:்|	A|l|i|p|u:r|
ட:ு:வ|ா:ர:்|	D:u|a:r|
அ|ல|ி|ஸ|ா|	A|l|i|s|a|
அ|ல|ீ|ச|ன|்|	A|l|i|s|o|n|
அ|ல|ி|வ|ா|ல:்|	A|l|i|w|a|l|
ஆ|ழ|ி|ய|ா:ர:்|	A|l|i|y|a:r|
ர|ி:ச|ர:்|வ|ா:ய:ர|்|	R|e:s:e|r|v|o:i|r|
அ|ல|ஹ|ா|ப|ா|த:்|	A|l|l:a:h|a|b|a|d|
அ|ல|ஹ|ா|ப|ா|த:்|	A|l|l:a:h|a|b|a|d|
ச:ி:ட|்:ட:ி|	C:i|t:y|
ஆ:ல:்|ல|ன:்|	A:l|l:a|n|
ப|ா:ர:்|ட|ர:்|	B|o:r|d:e|r|
அ|ல|ா:வ|ு:த|ி:ன:்|	A|l:l|a|u:d:d|i:n|
க|ா|ன:்|	K:h|a|n|
அ|ல|ா|வ:ு|த|ி:ன:்|	A|l:l|a|u|d|i:n|
க|ா|	K|a|
ப|ே|ட:்:ட|ா|	B|e|t|a|
அ|ல|ா|வ:ு|த|ி:ன:்|	A|l:l|a|u|d|i:n|
க|ா|	K|a|
ச|ி|ர|ா|க:்|	C:h|i|r|a|g|
அ|ல:்:ல|ே:க|ே|ன|ி|	A|l:l|e:g:h|e|n|y|
அ|ல:ெ|ம|ா|ன:்:ட|ெ|	A|l:l:e|m|a|n:d|e|
அ|ல|்:ல:ன|்|	A|l|l:e|n|
அ|ல:ெ|ன:்:ட|ே|ல|்|	A|l:l:e|n:d|a|l|e|
அ:ல:்|ல:ி|	A:l|l:i:e|
அ|ல:ி|ச|ன|்|	A|l:l:y|s|o|n|
அ|ல|ம|ா|ஸ:்|	A|l|m|a|s|
